incident__incident_id,incident__source__source_name,incident__source__source_type,incident__source__source_id,incident__source__source_url,incident__context__document_id,incident__context__provider,incident__context__model,incident__context__extracted_at,incident__context__region,incident__context__operator,incident__context__operating_phase,incident__context__materials,incident__event__top_event,incident__event__incident_type,incident__event__summary,incident__event__recommendations,incident__notes__schema_version,incident__pifs__people__competence_value,incident__pifs__people__competence_mentioned,incident__pifs__people__fatigue_value,incident__pifs__people__fatigue_mentioned,incident__pifs__people__communication_value,incident__pifs__people__communication_mentioned,incident__pifs__people__situational_awareness_value,incident__pifs__people__situational_awareness_mentioned,incident__pifs__work__procedures_value,incident__pifs__work__procedures_mentioned,incident__pifs__work__workload_value,incident__pifs__work__workload_mentioned,incident__pifs__work__time_pressure_value,incident__pifs__work__time_pressure_mentioned,incident__pifs__work__tools_equipment_value,incident__pifs__work__tools_equipment_mentioned,incident__pifs__organisation__safety_culture_value,incident__pifs__organisation__safety_culture_mentioned,incident__pifs__organisation__management_of_change_value,incident__pifs__organisation__management_of_change_mentioned,incident__pifs__organisation__supervision_value,incident__pifs__organisation__supervision_mentioned,incident__pifs__organisation__training_value,incident__pifs__organisation__training_mentioned,bowtie__hazards_json,bowtie__threats_json,bowtie__consequences_json
mc2039120shell2005-mar-2024,,,,,,,,,"Gulf of Mexico, Mississippi Canyon Block 391",Shell Offshore Inc.,drilling,"['synthetic based mud', 'base oil', 'drilling fluid']",Emergency Disconnect Sequence due to vessel excursion,"structural damage, pollution, equipment failure","On March 5, 2024, at 04:15 hrs, the Transocean Deepwater Poseidon drillship experienced extreme unexpected changes in wind speed and direction due to strong thunderstorms while drilling the AW003 well in MC 391. Wind speeds escalated from 30 kts to 83 kts with rapid directional shifts that were not forecasted. The vessel excursion triggered an Emergency Disconnect Sequence when the vessel approached the red watch circle limit (90.3 ft). During the EDS, three joints of 6-5/8 in drill pipe and an MPD bearing assembly (13,200 lbs) fell from the derrick and struck the drill shack protective barrier. Approximately 2,875 bbls of synthetic based mud (1,667 bbls base oil) was released to the seafloor. Total estimated damages: $1,000,000.",BSEE New Orleans District has no recommendations for the Office of Incident Investigations at this time,2.3,,False,,False,adequate,True,adequate,True,adequate,True,,False,high,True,,False,deficient,True,,False,deficient,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Adverse weather conditions (thunderstorms with extreme wind)"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Vessel dynamic positioning failure"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Drill pipe and equipment falling from derrick"", ""description"": null}, {""hazard_id"": ""H-004"", ""name"": ""Loss of containment of drilling fluids"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Unforecasted rapid wind speed increase and directional shift"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Vessel excursion beyond operational limits"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Failure to maintain well control during vessel movement"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Inadequate securing of drill pipe in derrick during dynamic event"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Riser and BOP damage during emergency disconnect"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Structural damage to LMRP, BOP, and riser components"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Drill pipe and MPD bearing impact damage to drill shack protective barrier"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Release of 2,875 bbls synthetic based mud to seafloor"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Potential personnel injury from falling equipment"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Environmental pollution and regulatory violations"", ""description"": null, ""severity"": null}]"
mc2047420bp2008-feb-2025,,,,,,,,,"Gulf of America, Mississippi Canyon Block 474",BP Exploration & Production Inc.,production,"['crude oil', 'produced water', 'emulsion breaker chemical', 'oil and grease']",Pollution event - discharge of oil into Gulf of America waters,pollution,"On 08 February 2025, BP personnel at Na Kika platform began injecting a trial emulsion breaker chemical into the produced water treatment system. The new chemical caused frothing and foaming within production vessels, leading to faulty level readings and liquid carryover. This resulted in approximately 89 barrels of oil and grease discharging from the produced water overboard system into the Gulf of America from 08-15 February 2025. The discharge went undetected for 7 days due to the discharge point being located 80 feet below the water surface. Once BP identified the chemical trial as the cause, they discontinued the trial and returned to the original formula, successfully ending the pollution event.","BSEE Production Operations Support Section should reach out to industry to require additional safeguards to detect system upsets more quickly; Develop alternative methods to detect pollution events besides visual observation from the platform, given the discharge point location 80 feet below water surface; Improve monitoring systems to enable faster identification of unfavorable chemical trial results",2.3,inadequate,True,,False,,False,inadequate,True,inadequate,True,,False,,False,inadequate,True,,False,inadequate,True,,False,inadequate,True,"[{""hazard_id"": ""H-001"", ""name"": ""Produced water system instability"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Chemical incompatibility with production system"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Inadequate monitoring of chemical trial effects"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Emulsion breaker chemical causes frothing and foaming in production vessels"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Frothing leads to faulty level readings in separator vessels"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Faulty level readings cause liquid carryover from vessels"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Delayed detection of pollution event due to subsurface discharge point location"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Discharge of 89 barrels of oil into Gulf of America waters"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Violation of NPDES daily maximum effluent limits (42 mg/l)"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Environmental pollution and water quality degradation"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Regulatory non-compliance and enforcement action"", ""description"": null, ""severity"": null}]"
mc2052020bp2007-jun-2023,,,,,,,,,"Gulf of Mexico, Mississippi Canyon Block 520",BP Exploration & Production Inc.,drilling,"['drill pipe', 'cleanout assembly']",Loss of Load Control - Dropped Cleanout Assembly,Structural Damage - Dropped Load,"On 07-JUN-2023 at 11:00 hours, a 43-foot cleanout assembly fell approximately 40 feet onto the pipe skate during drilling operations on the Diamond Ocean BlackHornet Drillship at MC 520. The incident was caused by incorrect elevator inserts being installed (5-7/8 inch inserts instead of 4-1/2 inch inserts required for Internal-External Upset pipe). The Driller and Assistant Driller failed to follow procedures and did not complete the Elevator Pre-use Checklist. A floor hand was present in the red zone during the incident but was not injured. Property damage included 2 hoses and a portable ladder valued at $500.",Ensure Elevator Pre-use Checklist (CHKL/001) is completed before all lifting operations; Implement positive checks including actual measurements of elevator inserts to override temporary marks; Designate Assistant Driller as responsible person for elevator pre-use inspections with verification by Driller; Verify correct insert size is installed in elevators before lifting operations; Physically measure internal bore of elevators to confirm correct size for tubular in use; Restrict personnel from red zones during lifting operations,2.3,inadequate,True,,False,adequate,True,inadequate,True,not_followed,True,,False,,False,inadequate,True,inadequate,True,,False,inadequate,True,inadequate,True,"[{""hazard_id"": ""H-001"", ""name"": ""Suspended Load"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Incompatible Lifting Equipment"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Personnel in Exclusion Zone"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Incorrect Elevator Insert Installation"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Failure to Verify Equipment Specifications"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Inadequate Pre-Use Inspection"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Personnel Positioning in Red Zone During Lift"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Dropped Load Impact"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Personnel Injury or Fatality"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Equipment Damage"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Operational Disruption"", ""description"": null, ""severity"": null}]"
mc2054720llog2024-dec-2023,,,,,,,,,"Gulf of Mexico, Mississippi Canyon Block 547","LLOG Exploration Offshore, L.L.C.",production,"['crude oil', 'natural gas', 'compressed air', 'oil separator fluid']",Fire on rental air compressor,Fire,"On 24 December 2023 at 0743 hours, a fire occurred on a rental air compressor being used for painting and blasting operations on the FPU 'Who Dat' in MC 547 A, approximately 39 miles offshore in 3280 feet of water. The fire was caused by failure of a 90° elbow on the oil separator piping, which allowed oil to spray into the enclosure and ignite on hot surfaces. The platform's fire detection system and Emergency Shut Down system functioned as designed. The fire was safely extinguished by the platform's Fire Team using water. No injuries, environmental impact, or platform damage occurred. Damage was limited to the rental air compressor and minor charring of adjacent generator enclosure wiring. Cost of repairs/replacement: $31,969.09.",,2.3,effective,True,,False,effective,True,effective,True,effective,True,,False,,False,effective,True,effective,True,,False,effective,True,effective,True,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized compressed air system"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Hot surfaces and ignition sources within air compressor enclosure"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Oil separator fluid"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Oil separator piping failure at 90° elbow"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Oil spray into air compressor enclosure"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Oil contact with hot surfaces causing ignition"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Fire in air compressor enclosure"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Damage to rental air compressor"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Damage to adjacent generator enclosure wiring"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Platform Emergency Shut Down and production loss"", ""description"": null, ""severity"": null}]"
mc2058220a20murphy2016-apr-2025,,,,,,,,,"Gulf of America, Mississippi Canyon",Murphy Exploration & Production Company-USA,production,['hydraulic fluid'],Dropped Object - Cable Roller,Structural Damage,"On 16 April 2025 at approximately 1500 hours, a 15-pound cable roller measuring 66 inches long and one inch in diameter broke off from the boom of an East Crane (700L-140) on the Medusa SPAR platform and fell 50 feet to the deck below. The cable roller struck a hydraulic hose on the deck, damaging it beyond use. No injuries occurred. The root causes were inadequate preventive maintenance (failure to repair corroded cable rollers identified in October 2022 inspection) and human error (failure to barricade the area beneath the crane to prevent personnel access to the drop zone).",BSEE New Orleans District recommends the Office of Incident Investigations should consider issuing a Safety Alert regarding the incident; Install barricades or other means of preventing personnel from entering potentially hazardous areas in the immediate surroundings and drop zone areas before starting work on cranes where dropped object potential is identified; Provide more thorough description of possible dropped objects in JSAs; Require barricading of work areas prior to performing work on cranes; Remove crane boom from facility to eliminate possibility of additional components falling,2.3,,False,,False,,False,low,True,low,True,,False,,False,low,True,low,True,,False,low,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Corroded crane boom components"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Dropped objects from height"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Personnel exposure to drop zones"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Cable roller structural failure due to corrosion"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Failure to secure drop zone area"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Personnel entry into hazardous area beneath crane"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Cable roller impact on hydraulic hose"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Potential personnel injury or fatality"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Equipment damage"", ""description"": null, ""severity"": null}]"
mc2060720chevron2019-mar-24,,,,,,,,,"Gulf of Mexico, Mississippi Canyon Block 607",Chevron U.S.A. Inc.,development/production,"['riser joint', 'hydraulic fluid']",Dropped riser joint onto conveyor skate,Equipment Failure,"On March 19, 2024, at 13:30 hrs, during BOP deployment/riser running operations on the Valaris DS-18 drillship in Mississippi Canyon Block 607, riser joint #31 was dropped onto the forward conveyor skate. The incident occurred when the riser cart shuttle brake valve wire was loose, causing a fuse to blow and preventing the cart from freewheeling. As the driller continued to hoist the riser joint, one end came out of the conveyor bucket and the Cameron Hydraulic Riser Running Tool (HRRT) mandrel parted, allowing the riser joint to fall approximately 28 inches onto the conveyor. The incident resulted in damage to the riser skate tailing arms, skate lift bucket, HRRT, and riser joint floatation, with estimated property damage of $418,000. No injuries occurred.",Job template should be more detailed on how to inspect all load path components of the HRRT,2.3,,False,,False,degraded,True,degraded,True,degraded,True,,False,,False,degraded,True,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Suspended load (riser joint)"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Hydraulic system failure"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Mechanical tool failure (HRRT mandrel)"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Riser cart shuttle brake valve wire loose"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Hydraulic brake on riser cart shuttle failed to release"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Driller did not detect brake failure during hoisting"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Cameron HRRT mandrel fractured under shock load"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Structural damage to riser skate tailing arms"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Damage to skate lift bucket"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Damage to HRRT"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Damage to riser joint floatation"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Property damage valued at $418,000"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-006"", ""name"": ""Operational shutdown and safety stand-down"", ""description"": null, ""severity"": null}]"
mc2072720kosmos20energy2005-jun-2024,,,,,,,,,Gulf of Mexico,Kosmos Energy Gulf of Mexico Operations,workover,['nitrogen'],Rupture of nitrogen cylinder,Equipment Failure,"On June 5, 2024, at approximately 15:38 hours, a nitrogen cylinder ruptured inside a twelve-cylinder bottle rack aboard the Helix Q5000 during workover operations. The rupture caused damage to other bottles in the rack and scattered them across the main deck. Three personnel sustained minor injuries from shrapnel. The root cause was corrosion of the cylinder wall due to inadequate paint coating protection in the marine environment, combined with design deficiencies including lack of protective barriers between cylinders and rack, and inadequate drainage. Visual pre-fill inspections prior to offshore deployment did not identify the corrosion because the rack was not disassembled for thorough inspection of individual cylinders.",BSEE recommends the Office of Incident Investigations consider a Safety Alert to warn industry about the risk that these bottle racks pose; Install nitrogen generation system to eliminate reliance on external rental systems; Install physical barrier and hard piping to mitigate exposure to personnel and equipment during potential future failures; Change vendor and adhere to elevated inspection process informed by lessons learned,2.3,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized nitrogen in cylinders"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Corrosive marine environment"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Structural degradation of cylinder materials"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Cylinder wall corrosion due to inadequate paint coating"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Metal-to-metal contact between cylinders and rack"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Moisture accumulation due to lack of drainage in rack design"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Undetected corrosion during inspection"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Cylinder rupture and projectile hazard"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Personnel injury from shrapnel"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Damage to equipment and umbilical"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Operational shutdown and loss of production"", ""description"": null, ""severity"": null}]"
mc20807-b20shell2006-jan-2023,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,production,"['hydraulic fluid', 'methanol', 'calcium bromide completion brine', 'synthetic based oil']",Loss of Containment - Subsea Well Leak,pollution,"On January 6, 2023, at 13:00 hours, Shell Offshore Inc. experienced a pollution event at Mississippi Canyon 943 where subsea well PN003-ST2-BP1 released approximately 16.61 barrels of fluid mixture (hydraulic fluid, methanol, calcium bromide completion brine, and synthetic based oil) to the environment. The leak originated from loss of integrity in the Surface-Controlled Subsurface Safety Valve (SCSSV) control lines, with fluid being released through the High Pressure vent on the subsea tree. The leak was detected and stopped by closing control valves SV1 and SV2 via ROV. The well was secured with 2 barriers and remains shut in with continuous pressure monitoring.",Tubing to be pulled and analyzed to identify specific causes of failure; New tubing to be re-run before bringing well back online; BSEE to engage with Shell's analysis to inform policy and procedure to prevent future reoccurrence,2.3,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized hydrocarbon and completion fluid system"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Subsea well infrastructure"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Tubing parting at shallow depth"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""SCSSV control line loss of integrity"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Inability to build pressure in SCSSV control lines"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Environmental release of fluid to ocean"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Loss of well containment"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Potential sheen formation"", ""description"": null, ""severity"": null}]"
mc2080720a20shell2024-feb-23,,,,,,,,,"Gulf of Mexico, Mississippi Canyon Block 807",Shell Offshore Inc.,production,['hydraulic fluid'],Laceration injury from modified wrench,Slip/Trip/Fall - Laceration,"On 24 February 2023 at approximately 1115 hours, a Mechanic employed by Helmerich & Payne was attempting to install a hydraulic line on the Pipe Handling Machine (PHM) at MC 807A (Mars TLP). When the combination wrench being used was determined to be too long to access the fitting, the Mechanic decided to modify the wrench by cutting it shorter using a manual hack saw. The wrench was placed in a vise to stabilize it during cutting. As the final cut was made, the Mechanic's weight shifted, causing his hand to come down onto the freshly cut sharp edge of the wrench, resulting in a laceration between the ring and little finger. The Mechanic received first aid onsite and was evacuated to an onshore medical facility where sutures were applied. The Mechanic returned to the platform on 26 February 2023.",Ensure pre-job safety and operation meetings adequately identify required tools before work begins; Implement requirement to stop job and reassess risks when new exposures are recognized not covered in JSA; Enhance supervision to ensure workers do not modify tools without approval; Ensure workers discuss tool modifications and risks with supervisors and coworkers before proceeding,2.3,,False,,False,poor,True,,False,inadequate,True,,False,high,True,inadequate,True,,False,poor,True,inadequate,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Sharp edges from modified tools"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Inadequate tools for task"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Manual cutting operations"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Worker modifies tool without proper assessment"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Inadequate supervision of tool modification"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Improper hand placement during cutting"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Lack of communication between worker and supervisor"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Laceration injury to hand"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Medical treatment required"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Worker evacuation from platform"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Lost time away from work"", ""description"": null, ""severity"": null}]"
mc2080920shell2023-feb-2025_0,,,,,,,,,"Gulf of America, Mississippi Canyon Block 809",Shell Offshore Inc.,production,[],Laceration injury from contact with jagged I-beam edge,Slip/Trip/Fall with Lost Time Injury (>3 days),"On 23 February 2025 at 0830 hours, a SafeZone worker slipped while securing felt and cleaning inside a Pressurized Welding Enclosure (PWE) on the Ursa platform at MC 809. The worker lost his footing on an elevated working surface, fell 12-18 inches, and his right leg contacted a jagged edge of an I-beam, resulting in a 3-to-4-inch laceration. The worker was medically evacuated and received 11 staples and 4 stitches. Investigation found that jagged edges and uneven surfaces were not identified in the initial JSA hazard assessment, and supervision was inadequate during the pre-job hazard identification process.",Issue a Safety Alert regarding the incident; Conduct more thorough hazard assessments of work areas; Ensure all personnel are made aware of identified hazards before starting work; Mitigate identified hazards before work commences; Improve supervision during hazard assessment and mitigation processes; Enhance documentation of hazard analysis and job procedures on JSAs,2.3,,False,,False,,False,low,True,low,True,,False,,False,,False,,False,,False,low,True,low,True,"[{""hazard_id"": ""H-001"", ""name"": ""Jagged metal edges on I-beam"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Uneven working surfaces with elevation changes"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Slip and trip hazards in work area"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Worker loses footing on uneven surface"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Worker contacts jagged metal edge during fall"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Laceration injury to worker's leg"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Lost time injury requiring medical evacuation and hospitalization"", ""description"": null, ""severity"": null}]"
mc2085420shell2021-mar-2023,,,,,,,,,"Gulf of Mexico, Mississippi Canyon Block 854",Shell Offshore Inc.,production,[],Pinch point injury during crane operation,Crane Operation - Material Handling,"On March 21, 2023, at 16:45 hours, a rigger was caught between a wireline riser and gate valve assembly and a cargo basket during a blind lift crane operation on the H&P 204 platform at MC 854. The rigger sustained a nondisplaced L4 fracture, traumatic hernia, and pelvic muscle tear. The incident resulted from failure to identify and control pinch point hazards, inadequate barricading of the landing area, and crew members not following stop work authority and safe practice guidelines.",,2.3,,False,,False,degraded,True,poor,True,not_followed,True,,False,,False,inadequate,True,weak,True,,False,inadequate,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized or heavy suspended load"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Congested workspace with multiple equipment and baskets"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Blind lift operation with limited visibility"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Failure to identify pinch point hazard"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Worker positioned in pinch point location"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Inadequate barricading of landing area"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Designated Signal Person did not identify worker in hazard zone"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Worker struck by suspended load"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Serious injury - L4 fracture, traumatic hernia, pelvic muscle tear"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Medical evacuation and hospitalization required"", ""description"": null, ""severity"": null}]"
mc2089920shell202013-feb-2024,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,completion,"['drill water', 'completion fluid', 'calcium chloride-calcium bromide solution']",Pressurized hose whip causing personnel injury,Other Injury,"On February 13, 2024, at approximately 22:35 hours, two Tetra filtration crew members were injured on the Transocean Deepwater Proteus drillship during completion operations on the SS005 well. While attempting to repair a small leak in a 6-inch camlock connection, the Tetra employee released the camlock levers. Pressurized fluid in the hose caused the hose to blow off the deck flange and strike two personnel. One worker received facial impact and a fractured tooth; the second worker was struck and fell against a pipe, sustaining bruising and chemical exposure.","Ensure proper PPE is worn during operations involving pressurized lines and chemical exposure, including chemical-resistant clothing and gloves in addition to eye protection; Implement hazard identification procedures to identify trapped pressure risks during line flushing operations; Establish and enforce procedures to completely drain and bleed pressure from lines before disconnecting hose connections; Install whip checks around all camlock connections being disconnected to prevent hose whip injuries; Provide adequate training and supervision for short-service and inexperienced personnel working with pressurized systems",2.3,low,True,,False,medium,True,low,True,low,True,,False,,False,low,True,low,True,,False,low,True,low,True,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized fluid in hose lines"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Chemical exposure from completion fluid"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Hose whip energy"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Trapped pressure in disconnected hose line"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Failure to bleed pressure before camlock disconnection"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Inadequate whip check protection on camlock connection"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Inadequate PPE worn by personnel"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Inexperienced personnel performing critical task"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Personnel struck by pressurized hose"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Facial impact and fractured tooth injury"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Thigh/femur impact, bruising, and chemical exposure"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Personnel evacuation and medevac requirement"", ""description"": null, ""severity"": null}]"
mc20941-a20equinor2010-may-2023,,,,,,,,,Gulf of Mexico - Mississippi Canyon Block 941,Equinor USA E&P Inc.,production,['hydrocarbon fluid'],Loss of Containment - Hydrocarbon Release,hydrocarbon release,"On 10 May 2023 at approximately 0930 hours, two workers employed by Grand Isle Shipyard were removing bolts from a flange on a 2-inch Well Equalization Header line during a scheduled shut-in at MC 941 Platform A (Titan). As the workers loosened the last bolt, trapped pressure within the line escaped and sprayed the two workers in the face with a small amount of hydrocarbon fluid. The release activated a nearby gas detector, sounding the platform alarm. No injuries, pollution, or equipment damage occurred. The incident was caused by oversight of residual fluids and trapped pressure in a dog-leg bend above the flange during the isolation process.","Review isolations to look for any possibility of hydrocarbon release from dog-legs or dead-legs due to residual fluid static pressure remaining after lockout/tagout is completed, even if zero pressure is indicated on the gauge; Implement engineering controls for residual fluids or static pressure release; Ensure personnel review isolations for potential hydrocarbon release from dog-legs or dead-legs even if gauge indicates zero pressure",2.3,deficient,True,,False,,False,deficient,True,deficient,True,,False,,False,,False,,False,,False,,False,deficient,True,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized hydrocarbon fluid in isolated lines"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Residual fluids in dead-legs and dog-leg bends"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Failure to identify and account for residual pressure in dog-leg bend during isolation"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Incomplete isolation procedure overlooking dead-leg sections"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Personnel exposure to hydrocarbon spray"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Gas detector activation and platform alarm"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Emergency muster and evacuation procedures activation"", ""description"": null, ""severity"": null}]"
